time,generation solar,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead
2015-01-22 01:00:00+01:00,70,10301,0,10291
2015-01-22 02:00:00+01:00,70,10104,0,10207
2015-01-22 03:00:00+01:00,70,10020,0,10082
2015-01-22 04:00:00+01:00,70,10096,0,10018
2015-01-22 05:00:00+01:00,70,10312,1,10223
2015-01-22 06:00:00+01:00,69,10291,1,10316
2015-01-22 07:00:00+01:00,70,10152,25,10168
2015-01-22 08:00:00+01:00,87,9881,73,9990
2015-01-22 09:00:00+01:00,621,9478,581,9627
2015-01-22 10:00:00+01:00,1627,9314,1338,9389
2015-01-22 11:00:00+01:00,2432,9710,2315,9457
2015-01-22 12:00:00+01:00,2851,10414,3011,10372
2015-01-22 13:00:00+01:00,2532,10819,3230,10641
2015-01-22 14:00:00+01:00,2255,11204,3075,10782
2015-01-22 15:00:00+01:00,2154,10869,2451,10942
2015-01-22 16:00:00+01:00,1853,10621,1758,10490
2015-01-22 17:00:00+01:00,1186,10329,772,10222
2015-01-22 18:00:00+01:00,424,9649,293,9823
2015-01-22 19:00:00+01:00,135,9243,104,9195
2015-01-22 20:00:00+01:00,77,9228,44,9113
2015-01-22 21:00:00+01:00,70,8873,7,9009
2015-01-22 22:00:00+01:00,70,8652,0,8589
2015-01-22 23:00:00+01:00,70,8783,0,8615
2015-01-23 00:00:00+01:00,70,8674,0,8693
2015-01-23 01:00:00+01:00,70,8734,0,8708
2015-01-23 02:00:00+01:00,70,8812,0,8753
2015-01-23 03:00:00+01:00,70,8866,0,8860
2015-01-23 04:00:00+01:00,70,8755,1,8891
2015-01-23 05:00:00+01:00,69,8632,1,8714
2015-01-23 06:00:00+01:00,69,8620,1,8598
2015-01-23 07:00:00+01:00,69,8694,22,8679
2015-01-23 08:00:00+01:00,111,8683,116,8731
2015-01-23 09:00:00+01:00,967,8476,785,8664
2015-01-23 10:00:00+01:00,2243,8168,1880,8254
2015-01-23 11:00:00+01:00,3335,8383,3170,8214
2015-01-23 12:00:00+01:00,3967,8640,4012,8513
2015-01-23 13:00:00+01:00,4026,8956,4117,8933
2015-01-23 14:00:00+01:00,3928,9210,3875,9200
2015-01-23 15:00:00+01:00,3642,9345,3511,9313
2015-01-23 16:00:00+01:00,3104,9600,2766,9444
2015-01-23 17:00:00+01:00,1809,9000,1675,9321
2015-01-23 18:00:00+01:00,580,8695,514,8651
2015-01-23 19:00:00+01:00,208,8785,96,8700
2015-01-23 20:00:00+01:00,148,8914,41,8783
2015-01-23 21:00:00+01:00,138,9014,40,9008
2015-01-23 22:00:00+01:00,137,8639,30,8782
2015-01-23 23:00:00+01:00,137,8303,35,8406
2015-01-24 00:00:00+01:00,137,8081,24,8143
2015-01-24 01:00:00+01:00,137,7905,36,7855
2015-01-24 02:00:00+01:00,128,8132,27,7927
2015-01-24 03:00:00+01:00,118,8091,16,8144
2015-01-24 04:00:00+01:00,100,7969,2,7980
2015-01-24 05:00:00+01:00,100,8045,1,7954
2015-01-24 06:00:00+01:00,100,8151,0,8067
2015-01-24 07:00:00+01:00,101,8548,6,8385
2015-01-24 08:00:00+01:00,148,8836,125,8698
2015-01-24 09:00:00+01:00,1002,8736,887,8841
2015-01-24 10:00:00+01:00,2228,7746,2048,7970
2015-01-24 11:00:00+01:00,3533,7382,3230,7499
2015-01-24 12:00:00+01:00,4190,7379,3969,7288
2015-01-24 13:00:00+01:00,4277,7542,4084,7466
2015-01-24 14:00:00+01:00,4176,7529,3898,7670
2015-01-24 15:00:00+01:00,4113,7838,3684,7623
2015-01-24 16:00:00+01:00,3604,8098,2946,8136
2015-01-24 17:00:00+01:00,2259,8027,1904,8274
2015-01-24 18:00:00+01:00,792,8741,883,8448
2015-01-24 19:00:00+01:00,268,9726,187,9500
2015-01-24 20:00:00+01:00,175,10401,32,10289
2015-01-24 21:00:00+01:00,110,10596,62,10758
2015-01-24 22:00:00+01:00,110,10600,27,10622
2015-01-24 23:00:00+01:00,109,10647,13,10707
2015-01-25 00:00:00+01:00,109,10520,15,10480
2015-01-25 01:00:00+01:00,109,10726,4,10644
2015-01-25 02:00:00+01:00,109,10791,4,10645
2015-01-25 03:00:00+01:00,109,10922,9,10858
2015-01-25 04:00:00+01:00,109,11097,9,10945
2015-01-25 05:00:00+01:00,109,11248,10,11281
2015-01-25 06:00:00+01:00,110,11122,9,11069
2015-01-25 07:00:00+01:00,117,11324,59,11077
2015-01-25 08:00:00+01:00,167,11385,145,11429
2015-01-25 09:00:00+01:00,1072,11060,950,11169
2015-01-25 10:00:00+01:00,2418,10454,2175,10542
2015-01-25 11:00:00+01:00,3832,10117,3532,10128
2015-01-25 12:00:00+01:00,4392,9710,4291,9832
2015-01-25 13:00:00+01:00,4437,9536,4410,9545
2015-01-25 14:00:00+01:00,4394,9328,4228,9395
2015-01-25 15:00:00+01:00,4223,9103,3937,9234
2015-01-25 16:00:00+01:00,3731,8897,3217,9026
2015-01-25 17:00:00+01:00,2334,8853,2082,8877
2015-01-25 18:00:00+01:00,828,9250,873,9119
2015-01-25 19:00:00+01:00,342,9644,174,9612
2015-01-25 20:00:00+01:00,244,9741,52,9777
2015-01-25 21:00:00+01:00,169,9678,91,9717
2015-01-25 22:00:00+01:00,137,9251,45,9406
2015-01-25 23:00:00+01:00,136,8833,25,8848
2015-01-26 00:00:00+01:00,136,8373,20,8444
2015-01-26 01:00:00+01:00,136,8140,32,8096
2015-01-26 02:00:00+01:00,136,7857,34,7941
2015-01-26 03:00:00+01:00,136,7616,31,7650
2015-01-26 04:00:00+01:00,135,7660,17,7544
2015-01-26 05:00:00+01:00,136,7672,21,7741
2015-01-26 06:00:00+01:00,137,7512,28,7494
2015-01-26 07:00:00+01:00,127,7934,44,7616
2015-01-26 08:00:00+01:00,165,8207,149,8140
2015-01-26 09:00:00+01:00,1090,7525,940,7800
2015-01-26 10:00:00+01:00,2572,6397,2118,6607
2015-01-26 11:00:00+01:00,3983,5738,3599,5813
2015-01-26 12:00:00+01:00,4392,5155,4315,5292
2015-01-26 13:00:00+01:00,4280,4936,4343,4987
2015-01-26 14:00:00+01:00,4132,5196,4081,5040
2015-01-26 15:00:00+01:00,3841,5524,3673,5542
2015-01-26 16:00:00+01:00,3250,5437,2896,5547
2015-01-26 17:00:00+01:00,2066,5579,1948,5556
2015-01-26 18:00:00+01:00,752,6005,833,5820
2015-01-26 19:00:00+01:00,295,6669,155,6423
2015-01-26 20:00:00+01:00,218,6839,70,6857
2015-01-26 21:00:00+01:00,154,6778,72,6831
2015-01-26 22:00:00+01:00,142,6600,38,6624
2015-01-26 23:00:00+01:00,123,6418,32,6458
2015-01-27 00:00:00+01:00,117,6472,14,6430
2015-01-27 01:00:00+01:00,116,6563,12,6514
2015-01-27 02:00:00+01:00,111,6574,12,6508
2015-01-27 03:00:00+01:00,95,6726,15,6669
2015-01-27 04:00:00+01:00,95,7073,13,6864
2015-01-27 05:00:00+01:00,95,7330,10,7268
2015-01-27 06:00:00+01:00,95,7539,10,7496
2015-01-27 07:00:00+01:00,99,7576,31,7517
2015-01-27 08:00:00+01:00,151,7589,139,7604
2015-01-27 09:00:00+01:00,868,7568,859,7592
2015-01-27 10:00:00+01:00,1996,7487,1960,7524
2015-01-27 11:00:00+01:00,3044,7489,3200,7571
2015-01-27 12:00:00+01:00,3603,7830,3880,7737
2015-01-27 13:00:00+01:00,3698,8391,3829,8286
2015-01-27 14:00:00+01:00,3694,8979,3616,8902
2015-01-27 15:00:00+01:00,3527,9394,3439,9266
2015-01-27 16:00:00+01:00,3017,9476,2841,9608
2015-01-27 17:00:00+01:00,1922,9634,1924,9606
2015-01-27 18:00:00+01:00,665,9596,863,9751
2015-01-27 19:00:00+01:00,0,0,182,9807
2015-01-27 20:00:00+01:00,142,9844,78,9907
2015-01-27 21:00:00+01:00,130,9936,66,9859
2015-01-27 22:00:00+01:00,131,10069,20,10010
2015-01-27 23:00:00+01:00,131,9877,19,9914
2015-01-28 00:00:00+01:00,131,9624,29,9606
2015-01-28 01:00:00+01:00,113,9127,37,9246
2015-01-28 02:00:00+01:00,93,8628,23,8587
2015-01-28 03:00:00+01:00,93,8232,21,8219
2015-01-28 04:00:00+01:00,93,7581,18,7745
2015-01-28 05:00:00+01:00,93,6979,14,7088
2015-01-28 06:00:00+01:00,83,6677,16,6626
2015-01-28 07:00:00+01:00,84,6623,36,6525
2015-01-28 08:00:00+01:00,134,6595,152,6520
2015-01-28 09:00:00+01:00,973,6506,918,6443
2015-01-28 10:00:00+01:00,2198,6301,1956,6138
2015-01-28 11:00:00+01:00,3396,6263,3300,6158
2015-01-28 12:00:00+01:00,3934,6404,4035,6347
2015-01-28 13:00:00+01:00,0,0,4136,6223
2015-01-28 14:00:00+01:00,4079,7452,3998,7122
2015-01-28 15:00:00+01:00,3940,8033,3645,7809
2015-01-28 16:00:00+01:00,3397,7976,3003,8027
2015-01-28 17:00:00+01:00,2102,7725,1966,7934
2015-01-28 18:00:00+01:00,738,7600,954,7521
2015-01-28 19:00:00+01:00,313,8194,218,7922
2015-01-28 20:00:00+01:00,197,8152,87,8270
2015-01-28 21:00:00+01:00,131,8056,129,8178
2015-01-28 22:00:00+01:00,113,7963,63,7952
2015-01-28 23:00:00+01:00,112,8125,44,8083
2015-01-29 00:00:00+01:00,103,7970,37,8067
2015-01-29 01:00:00+01:00,91,8366,35,8209
2015-01-29 02:00:00+01:00,91,8817,34,8712
2015-01-29 03:00:00+01:00,83,8836,26,8980
2015-01-29 04:00:00+01:00,75,9411,12,9203
2015-01-29 05:00:00+01:00,75,10338,10,9972
2015-01-29 06:00:00+01:00,75,10961,10,10723
2015-01-29 07:00:00+01:00,75,11446,27,11335
2015-01-29 08:00:00+01:00,114,11930,142,11825
2015-01-29 09:00:00+01:00,709,12102,763,12113
2015-01-29 10:00:00+01:00,1622,12907,1615,12603
2015-01-29 11:00:00+01:00,2214,13761,2391,13508
2015-01-29 12:00:00+01:00,2537,14734,2903,14432
2015-01-29 13:00:00+01:00,2463,15841,2888,15421
2015-01-29 14:00:00+01:00,2163,16603,2568,16469
2015-01-29 15:00:00+01:00,1615,16931,1967,16773
2015-01-29 16:00:00+01:00,949,17256,1247,17071
2015-01-29 17:00:00+01:00,372,17287,567,17229
2015-01-29 18:00:00+01:00,108,17344,121,17280
2015-01-29 19:00:00+01:00,98,17436,4,17430
2015-01-29 20:00:00+01:00,95,17125,4,17197
2015-01-29 21:00:00+01:00,71,17007,22,16996
2015-01-29 22:00:00+01:00,55,16882,9,16873
2015-01-29 23:00:00+01:00,55,16936,6,16873
2015-01-30 00:00:00+01:00,55,16909,6,16916
2015-01-30 01:00:00+01:00,55,16583,0,16614
2015-01-30 02:00:00+01:00,55,15697,0,16148
2015-01-30 03:00:00+01:00,55,14890,1,15033
2015-01-30 04:00:00+01:00,55,14263,1,14505
2015-01-30 05:00:00+01:00,55,14584,1,14459
2015-01-30 06:00:00+01:00,55,15387,2,15171
2015-01-30 07:00:00+01:00,56,15658,18,15654
2015-01-30 08:00:00+01:00,62,15679,80,15593
2015-01-30 09:00:00+01:00,288,15716,427,15766
2015-01-30 10:00:00+01:00,783,15628,891,15657
2015-01-30 11:00:00+01:00,1180,15436,1247,15423
2015-01-30 12:00:00+01:00,1336,15313,1466,15216
2015-01-30 13:00:00+01:00,1202,15490,1549,15441
2015-01-30 14:00:00+01:00,1078,15388,1394,15408
2015-01-30 15:00:00+01:00,906,15150,1065,15266
2015-01-30 16:00:00+01:00,613,14815,722,14921
2015-01-30 17:00:00+01:00,266,14512,346,14615
2015-01-30 18:00:00+01:00,128,14243,49,14247
2015-01-30 19:00:00+01:00,130,14103,0,14205
2015-01-30 20:00:00+01:00,32,13366,0,13681
2015-01-30 21:00:00+01:00,17,12801,5,12809
2015-01-30 22:00:00+01:00,50,13046,0,12946
2015-01-30 23:00:00+01:00,26,13097,0,12987
2015-01-31 00:00:00+01:00,23,13036,0,13145
2015-01-31 01:00:00+01:00,121,12413,3,12661
2015-01-31 02:00:00+01:00,121,11631,2,11797
2015-01-31 03:00:00+01:00,121,11544,1,11517
2015-01-31 04:00:00+01:00,121,11179,2,11378
2015-01-31 05:00:00+01:00,121,11530,2,11342
2015-01-31 06:00:00+01:00,120,12282,2,12195
2015-01-31 07:00:00+01:00,44,12564,9,12607
2015-01-31 08:00:00+01:00,37,13358,118,13062
2015-01-31 09:00:00+01:00,468,13455,635,13549
2015-01-31 10:00:00+01:00,1303,13774,1498,13627
2015-01-31 11:00:00+01:00,1850,14414,2170,14260
2015-01-31 12:00:00+01:00,2419,15115,2611,14893
2015-01-31 13:00:00+01:00,2551,15451,2887,15407
2015-01-31 14:00:00+01:00,2434,15190,2904,15232
2015-01-31 15:00:00+01:00,2144,14410,2562,14638
2015-01-31 16:00:00+01:00,1805,13917,1933,13912
2015-01-31 17:00:00+01:00,1213,14531,979,14331
2015-01-31 18:00:00+01:00,417,14644,258,14685
2015-01-31 19:00:00+01:00,125,14280,108,14335
2015-01-31 20:00:00+01:00,121,14069,77,14272
2015-01-31 21:00:00+01:00,100,13581,49,13634
2015-01-31 22:00:00+01:00,82,13380,46,13412
2015-01-31 23:00:00+01:00,54,13449,41,13347
2015-02-01 00:00:00+01:00,48,3360,13,3494
2015-02-01 01:00:00+01:00,49,3088,10,3189
2015-02-01 02:00:00+01:00,48,3014,9,2892
2015-02-01 03:00:00+01:00,48,2821,11,2902
2015-02-01 04:00:00+01:00,47,2928,8,2749
2015-02-01 05:00:00+01:00,47,3119,8,3068
2015-02-01 06:00:00+01:00,47,3157,10,3166
2015-02-01 07:00:00+01:00,48,3289,18,3141
2015-02-01 08:00:00+01:00,73,3102,63,3165
2015-02-01 09:00:00+01:00,809,2838,691,2907
2015-02-01 10:00:00+01:00,1981,2272,1797,2510
2015-02-01 11:00:00+01:00,3082,1795,3078,1945
2015-02-01 12:00:00+01:00,3817,1413,3568,1486
2015-02-01 13:00:00+01:00,3836,1347,3572,1267
2015-02-01 14:00:00+01:00,3701,1345,3474,1363
2015-02-01 15:00:00+01:00,3475,1487,2935,1426
2015-02-01 16:00:00+01:00,2742,1648,2383,1678
2015-02-01 17:00:00+01:00,1281,1857,1211,1807
2015-02-01 18:00:00+01:00,328,1864,392,2050
2015-02-01 19:00:00+01:00,161,1813,98,1933
2015-02-01 20:00:00+01:00,124,1731,52,1872
2015-02-01 21:00:00+01:00,86,1816,30,1755
2015-02-01 22:00:00+01:00,62,1960,19,1938
2015-02-01 23:00:00+01:00,62,1912,16,2014
2015-02-02 00:00:00+01:00,138,9032,45,9175
2015-02-02 01:00:00+01:00,137,8519,43,8666
2015-02-02 02:00:00+01:00,137,8232,44,8309
2015-02-02 03:00:00+01:00,136,8330,44,8280
2015-02-02 04:00:00+01:00,116,8367,22,8315
2015-02-02 05:00:00+01:00,90,8505,2,8425
2015-02-02 06:00:00+01:00,90,8563,2,8602
2015-02-02 07:00:00+01:00,91,8273,9,8508
2015-02-02 08:00:00+01:00,122,7650,114,7957
2015-02-02 09:00:00+01:00,455,7409,548,7453
2015-02-02 10:00:00+01:00,950,7497,1064,7493
2015-02-02 11:00:00+01:00,1330,7931,1436,7939
2015-02-02 12:00:00+01:00,1486,8464,1526,8471
2015-02-02 13:00:00+01:00,1489,9472,1503,9129
2015-02-02 14:00:00+01:00,1282,10421,1356,10088
2015-02-02 15:00:00+01:00,1086,10640,1073,10700
2015-02-02 16:00:00+01:00,786,10345,694,10567
2015-02-02 17:00:00+01:00,343,10108,359,10127
2015-02-02 18:00:00+01:00,91,9833,108,9941
2015-02-02 19:00:00+01:00,56,10065,10,9939
2015-02-02 20:00:00+01:00,55,10236,10,10203
2015-02-02 21:00:00+01:00,41,10803,10,10561
2015-02-02 22:00:00+01:00,43,11060,12,11042
2015-02-02 23:00:00+01:00,42,11138,11,11154
2015-02-03 00:00:00+01:00,77,11088,26,11136
2015-02-03 01:00:00+01:00,77,10943,28,11036
2015-02-03 02:00:00+01:00,77,10174,30,10444
2015-02-03 03:00:00+01:00,77,9913,34,9986
2015-02-03 04:00:00+01:00,75,9435,21,9525
2015-02-03 05:00:00+01:00,75,9181,11,9385
2015-02-03 06:00:00+01:00,75,9034,10,9085
2015-02-03 07:00:00+01:00,80,8472,93,8605
2015-02-03 08:00:00+01:00,426,7837,515,7873
2015-02-03 09:00:00+01:00,1339,7008,1364,7117
2015-02-03 10:00:00+01:00,2394,6743,2255,6420
2015-02-03 11:00:00+01:00,3133,6864,3075,6736
2015-02-03 12:00:00+01:00,3457,6669,3504,6658
2015-02-03 13:00:00+01:00,3612,6652,3629,6480
2015-02-03 14:00:00+01:00,3621,6711,3589,6659
2015-02-03 15:00:00+01:00,3525,6642,3307,6673
2015-02-03 16:00:00+01:00,3120,6334,2886,6315
2015-02-03 17:00:00+01:00,2238,5654,2174,5862
2015-02-03 18:00:00+01:00,987,4738,1017,4918
2015-02-03 19:00:00+01:00,394,4152,362,4160
2015-02-03 20:00:00+01:00,273,3770,202,3779
2015-02-03 21:00:00+01:00,251,3363,156,3472
2015-02-03 22:00:00+01:00,213,2966,147,2977
2015-02-03 23:00:00+01:00,162,2718,125,2644
2015-02-04 00:00:00+01:00,666,8382,557,8383
2015-02-04 01:00:00+01:00,665,8060,618,8003
2015-02-04 02:00:00+01:00,661,7798,609,7779
2015-02-04 03:00:00+01:00,654,7380,594,7396
2015-02-04 04:00:00+01:00,633,7027,529,7051
2015-02-04 05:00:00+01:00,504,6648,413,6762
2015-02-04 06:00:00+01:00,228,6270,206,6381
2015-02-04 07:00:00+01:00,147,6097,64,6052
2015-02-04 08:00:00+01:00,436,5917,456,5889
2015-02-04 09:00:00+01:00,1673,5328,1561,5496
2015-02-04 10:00:00+01:00,3635,4605,3173,4692
2015-02-04 11:00:00+01:00,4894,4333,4651,4321
2015-02-04 12:00:00+01:00,5323,4125,5120,4211
2015-02-04 13:00:00+01:00,5555,3933,5090,4040
2015-02-04 14:00:00+01:00,5620,3896,5081,3919
2015-02-04 15:00:00+01:00,5517,3954,5098,3955
2015-02-04 16:00:00+01:00,5236,4163,4834,4080
2015-02-04 17:00:00+01:00,4798,4349,4413,4380
2015-02-04 18:00:00+01:00,3891,4443,3477,4496
2015-02-04 19:00:00+01:00,2315,4662,2058,4624
2015-02-04 20:00:00+01:00,1141,5206,903,5027
2015-02-04 21:00:00+01:00,718,5987,624,5874
2015-02-04 22:00:00+01:00,704,6407,488,6496
2015-02-04 23:00:00+01:00,683,6550,530,6542
2015-02-05 00:00:00+01:00,321,5190,327,5072
2015-02-05 01:00:00+01:00,244,5201,291,5174
2015-02-05 02:00:00+01:00,184,5435,265,5356
2015-02-05 03:00:00+01:00,146,5579,219,5638
2015-02-05 04:00:00+01:00,122,5581,146,5585
2015-02-05 05:00:00+01:00,61,5782,36,5672
2015-02-05 06:00:00+01:00,33,6005,21,5805
2015-02-05 07:00:00+01:00,93,6414,158,6183
2015-02-05 08:00:00+01:00,657,6631,772,6692
2015-02-05 09:00:00+01:00,1983,6738,1902,6735
2015-02-05 10:00:00+01:00,3771,7080,3168,7012
2015-02-05 11:00:00+01:00,4546,7235,3899,7276
2015-02-05 12:00:00+01:00,4804,7314,4361,7367
2015-02-05 13:00:00+01:00,4957,7341,4659,7492
2015-02-05 14:00:00+01:00,4915,7216,4767,7298
2015-02-05 15:00:00+01:00,4766,7343,4661,7378
2015-02-05 16:00:00+01:00,4406,7553,4331,7544
2015-02-05 17:00:00+01:00,3924,7613,3736,7604
2015-02-05 18:00:00+01:00,3033,7642,3026,7675
2015-02-05 19:00:00+01:00,2035,7402,2085,7484
2015-02-05 20:00:00+01:00,1070,7175,1032,7249
2015-02-05 21:00:00+01:00,663,6971,573,6995
2015-02-05 22:00:00+01:00,602,7102,490,7056
2015-02-05 23:00:00+01:00,604,7108,463,7144
2015-02-06 00:00:00+01:00,661,3126,542,3270
2015-02-06 01:00:00+01:00,665,2596,537,2737
2015-02-06 02:00:00+01:00,661,2294,525,2322
2015-02-06 03:00:00+01:00,621,2018,520,2026
2015-02-06 04:00:00+01:00,560,1802,506,1804
2015-02-06 05:00:00+01:00,465,1713,368,1582
2015-02-06 06:00:00+01:00,425,1530,352,1559
2015-02-06 07:00:00+01:00,518,1279,561,1343
2015-02-06 08:00:00+01:00,1272,1068,1608,1126
2015-02-06 09:00:00+01:00,3123,801,3197,915
2015-02-06 10:00:00+01:00,4415,786,4288,774
2015-02-06 11:00:00+01:00,4950,951,4871,948
2015-02-06 12:00:00+01:00,5245,1285,5163,1297
2015-02-06 13:00:00+01:00,5366,1774,5230,1684
2015-02-06 14:00:00+01:00,5338,2263,5117,2179
2015-02-06 15:00:00+01:00,5083,2635,4927,2648
2015-02-06 16:00:00+01:00,4666,3081,4679,2919
2015-02-06 17:00:00+01:00,4279,3460,4204,3354
2015-02-06 18:00:00+01:00,3709,3693,3573,3708
2015-02-06 19:00:00+01:00,2866,3829,2790,3865
2015-02-06 20:00:00+01:00,1846,3776,1644,3905
2015-02-06 21:00:00+01:00,989,3807,919,3832
2015-02-06 22:00:00+01:00,838,4131,700,4068
2015-02-06 23:00:00+01:00,825,4319,667,4259
2015-02-07 00:00:00+01:00,448,6233,450,6299
2015-02-07 01:00:00+01:00,368,5960,447,6090
2015-02-07 02:00:00+01:00,284,5524,492,5595
2015-02-07 03:00:00+01:00,233,5069,342,5194
2015-02-07 04:00:00+01:00,164,4600,278,4691
2015-02-07 05:00:00+01:00,123,3927,205,4202
2015-02-07 06:00:00+01:00,70,3509,170,3505
2015-02-07 07:00:00+01:00,158,2799,396,3018
2015-02-07 08:00:00+01:00,673,2029,1144,2119
2015-02-07 09:00:00+01:00,1870,1437,2399,1540
2015-02-07 10:00:00+01:00,3375,1159,3529,1196
2015-02-07 11:00:00+01:00,4055,1153,4169,1212
2015-02-07 12:00:00+01:00,4463,1224,4593,1270
2015-02-07 13:00:00+01:00,4778,1610,4684,1602
2015-02-07 14:00:00+01:00,4922,2336,4726,2244
2015-02-07 15:00:00+01:00,4851,2618,4622,2910
2015-02-07 16:00:00+01:00,4748,3216,4525,3094
2015-02-07 17:00:00+01:00,4518,3801,4238,3810
2015-02-07 18:00:00+01:00,3987,4437,3710,4331
2015-02-07 19:00:00+01:00,3297,5133,3000,5094
2015-02-07 20:00:00+01:00,2093,5154,1923,5250
2015-02-07 21:00:00+01:00,1040,5225,983,5087
2015-02-07 22:00:00+01:00,726,5593,603,5266
2015-02-07 23:00:00+01:00,676,5958,565,5766
2015-02-08 00:00:00+01:00,687,4008,530,4054
2015-02-08 01:00:00+01:00,689,3970,551,3880
2015-02-08 02:00:00+01:00,688,4013,592,3990
2015-02-08 03:00:00+01:00,685,4263,603,4205
2015-02-08 04:00:00+01:00,685,4442,592,4487
2015-02-08 05:00:00+01:00,624,4547,466,4535
2015-02-08 06:00:00+01:00,496,4796,445,4741
2015-02-08 07:00:00+01:00,322,4891,517,4940
2015-02-08 08:00:00+01:00,808,4825,1259,4814
2015-02-08 09:00:00+01:00,2429,4727,2462,4678
2015-02-08 10:00:00+01:00,4004,4739,3857,4763
2015-02-08 11:00:00+01:00,4609,4621,4569,4700
2015-02-08 12:00:00+01:00,4932,4947,5047,4852
2015-02-08 13:00:00+01:00,5076,5576,5100,5420
2015-02-08 14:00:00+01:00,5137,5998,5112,6046
2015-02-08 15:00:00+01:00,5097,6058,5015,6163
2015-02-08 16:00:00+01:00,4896,6105,4827,6088
2015-02-08 17:00:00+01:00,4503,5917,4533,5996
2015-02-08 18:00:00+01:00,3847,5515,3993,5624
2015-02-08 19:00:00+01:00,2860,4860,3182,5064
2015-02-08 20:00:00+01:00,1541,4369,1954,4453
2015-02-08 21:00:00+01:00,756,4024,987,3981
2015-02-08 22:00:00+01:00,621,4198,653,4038
2015-02-08 23:00:00+01:00,624,4329,564,4283
2015-02-09 00:00:00+01:00,299,5017,261,4997
2015-02-09 01:00:00+01:00,173,4924,166,4862
2015-02-09 02:00:00+01:00,82,4840,135,4849
2015-02-09 03:00:00+01:00,68,4628,88,4694
2015-02-09 04:00:00+01:00,69,4460,61,4515
2015-02-09 05:00:00+01:00,69,3983,51,4184
2015-02-09 06:00:00+01:00,68,3737,43,3838
2015-02-09 07:00:00+01:00,76,3518,89,3527
2015-02-09 08:00:00+01:00,307,3269,447,3319
2015-02-09 09:00:00+01:00,1153,2647,1259,2640
2015-02-09 10:00:00+01:00,2639,2387,2349,2338
2015-02-09 11:00:00+01:00,3479,2275,3332,2280
2015-02-09 12:00:00+01:00,3937,2290,4071,2284
2015-02-09 13:00:00+01:00,4191,2464,4436,2417
2015-02-09 14:00:00+01:00,4189,2815,4418,2730
2015-02-09 15:00:00+01:00,4165,3358,4172,3270
2015-02-09 16:00:00+01:00,3988,3805,3927,3871
2015-02-09 17:00:00+01:00,3761,4407,3491,4362
2015-02-09 18:00:00+01:00,3326,5046,2942,4999
2015-02-09 19:00:00+01:00,2221,5845,1988,5724
2015-02-09 20:00:00+01:00,949,6320,990,6410
2015-02-09 21:00:00+01:00,550,6315,468,6428
2015-02-09 22:00:00+01:00,519,6547,441,6495
2015-02-09 23:00:00+01:00,494,6682,396,6689
2015-02-10 00:00:00+01:00,356,2843,313,2723
2015-02-10 01:00:00+01:00,313,2652,304,2552
2015-02-10 02:00:00+01:00,217,2647,191,2583
2015-02-10 03:00:00+01:00,188,2400,100,2477
2015-02-10 04:00:00+01:00,143,2151,78,2183
2015-02-10 05:00:00+01:00,113,1947,59,1978
2015-02-10 06:00:00+01:00,113,1815,41,1770
2015-02-10 07:00:00+01:00,118,1577,39,1643
2015-02-10 08:00:00+01:00,223,1410,234,1437
2015-02-10 09:00:00+01:00,1098,1085,991,1133
2015-02-10 10:00:00+01:00,2612,807,2371,780
2015-02-10 11:00:00+01:00,4112,1155,3871,991
2015-02-10 12:00:00+01:00,4513,1868,4500,1704
2015-02-10 13:00:00+01:00,4770,2627,4848,2673
2015-02-10 14:00:00+01:00,4701,3258,4757,3285
2015-02-10 15:00:00+01:00,4449,3760,4607,3677
2015-02-10 16:00:00+01:00,3918,4269,4058,4218
2015-02-10 17:00:00+01:00,3237,4657,3232,4524
2015-02-10 18:00:00+01:00,2407,4644,2177,4645
2015-02-10 19:00:00+01:00,1060,3780,1196,4217
2015-02-10 20:00:00+01:00,593,3400,568,3263
2015-02-10 21:00:00+01:00,493,3489,359,3257
2015-02-10 22:00:00+01:00,408,3558,312,3495
2015-02-10 23:00:00+01:00,248,3575,297,3475
2015-02-11 00:00:00+01:00,31,12308,5,12404
2015-02-11 01:00:00+01:00,31,12087,12,12144
2015-02-11 02:00:00+01:00,31,11868,8,11750
2015-02-11 03:00:00+01:00,22,12144,3,12139
2015-02-11 04:00:00+01:00,22,11746,0,11906
2015-02-11 05:00:00+01:00,22,11299,0,11254
2015-02-11 06:00:00+01:00,22,10873,4,11041
2015-02-11 07:00:00+01:00,32,10547,19,10872
2015-02-11 08:00:00+01:00,84,10111,160,10146
2015-02-11 09:00:00+01:00,332,9994,445,9985
2015-02-11 10:00:00+01:00,676,9970,769,9832
2015-02-11 11:00:00+01:00,833,9396,986,9702
2015-02-11 12:00:00+01:00,967,8364,1042,8856
2015-02-11 13:00:00+01:00,928,7684,1071,7620
2015-02-11 14:00:00+01:00,816,6762,977,7175
2015-02-11 15:00:00+01:00,672,6798,741,6579
2015-02-11 16:00:00+01:00,521,6286,515,6429
2015-02-11 17:00:00+01:00,185,5963,200,5981
2015-02-11 18:00:00+01:00,39,5603,17,5580
2015-02-11 19:00:00+01:00,34,5991,2,5852
2015-02-11 20:00:00+01:00,34,6598,2,6460
2015-02-11 21:00:00+01:00,21,6876,1,6880
2015-02-11 22:00:00+01:00,21,7017,3,6885
2015-02-11 23:00:00+01:00,21,7652,2,7273
2015-02-12 00:00:00+01:00,34,1962,16,1937
