time,load forecast
2018-03-10,701779.00
2018-03-11,627415.00
2018-03-12,733646.00
2018-03-13,747638.00
2018-03-14,747713.00
2018-03-15,752956.00
2018-03-16,751014.00
2018-03-17,675983.00
2018-03-18,638111.00
2018-03-19,729531.00
2018-03-20,793051.00
2018-03-21,794753.00
2018-03-22,784965.00
2018-03-23,764751.00
2018-03-24,693621.00
2018-03-25,611473.00
2018-03-26,738903.00
2018-03-27,730392.00
2018-03-28,704905.00
2018-03-29,608306.00
2018-03-30,573668.00
2018-03-31,609841.00
2018-04-01,712824.00
2018-04-02,677199.00
2018-04-03,629882.00
2018-04-04,712655.00
2018-04-05,683341.00
2018-04-06,654034.00
2018-04-07,744563.00
2018-04-08,724599.00
2018-04-09,751609.00
2018-04-10,700197.00
2018-04-11,587144.00
2018-04-12,739599.00
2018-04-13,736749.00
2018-04-14,655274.00
2018-04-15,592098.00
2018-04-16,699893.00
2018-04-17,708281.00
2018-04-18,703700.00
2018-04-19,692832.00
2018-04-20,683513.00
2018-04-21,608517.00
2018-04-22,566824.00
2018-04-23,657875.00
2018-04-24,679908.00
2018-04-25,680943.00
2018-04-26,681092.00
2018-04-27,677480.00
2018-04-28,605142.00
2018-04-29,565211.00
2018-04-30,628654.00
2018-05-01,701680.00
2018-05-02,816017.00
2018-05-03,753997.00
2018-05-04,718202.00
2018-05-05,609397.00
2018-05-06,675150.00
2018-05-07,738322.00
2018-05-08,662223.00
2018-05-09,754243.00
2018-05-10,696793.00
2018-05-11,715983.00
2018-05-12,734417.00
2018-05-13,562636.00
2018-05-14,661485.00
2018-05-15,667422.00
2018-05-16,681016.00
2018-05-17,677308.00
2018-05-18,677778.00
2018-05-19,606826.00
2018-05-20,558094.00
2018-05-21,655537.00
2018-05-22,679229.00
2018-05-23,683799.00
2018-05-24,686089.00
2018-05-25,680749.00
2018-05-26,607193.00
2018-05-27,561100.00
2018-05-28,660672.00
2018-05-29,674387.00
2018-05-30,678080.00
2018-05-31,664969.00
2018-06-01,605341.00
2018-06-02,830901.00
2018-06-03,773276.00
2018-06-04,707604.00
2018-06-05,561665.00
2018-06-06,675033.00
2018-06-07,732894.00
2018-06-08,779618.00
2018-06-09,734713.00
2018-06-10,617589.00
2018-06-11,738221.00
2018-06-12,635153.00
2018-06-13,691730.00
2018-06-14,693553.00
2018-06-15,695292.00
2018-06-16,623656.00
2018-06-17,581418.00
2018-06-18,700692.00
2018-06-19,724476.00
2018-06-20,734748.00
2018-06-21,742565.00
2018-06-22,743784.00
2018-06-23,664913.00
2018-06-24,620920.00
2018-06-25,732874.00
2018-06-26,769172.00
2018-06-27,760234.00
2018-06-28,752628.00
2018-06-29,737559.00
2018-06-30,655944.00
2018-07-01,629098.00
2018-07-02,828412.00
2018-07-03,778351.00
2018-07-04,637326.00
2018-07-05,662752.00
2018-07-06,674571.00
2018-07-07,666971.00
2018-07-08,784062.00
2018-07-09,719724.00
2018-07-10,564982.00
2018-07-11,737459.00
2018-07-12,683015.00
2018-07-13,754873.00
2018-07-14,681050.00
2018-07-15,617519.00
2018-07-16,730272.00
2018-07-17,748608.00
2018-07-18,756873.00
2018-07-19,760018.00
2018-07-20,755002.00
2018-07-21,667796.00
2018-07-22,607947.00
2018-07-23,732378.00
2018-07-24,766521.00
2018-07-25,758163.00
2018-07-26,766436.00
2018-07-27,762363.00
2018-07-28,673700.00
2018-07-29,625160.00
2018-07-30,738717.00
2018-07-31,752848.00
2018-08-01,781735.00
2018-08-02,835526.00
2018-08-03,763213.00
2018-08-04,598826.00
2018-08-05,685929.00
2018-08-06,674224.00
2018-08-07,621858.00
2018-08-08,757871.00
2018-08-09,634976.00
2018-08-10,662882.00
2018-08-11,734626.00
2018-08-12,617249.00
2018-08-13,717093.00
2018-08-14,707781.00
2018-08-15,612785.00
2018-08-16,706001.00
2018-08-17,681148.00
2018-08-18,624681.00
2018-08-19,587513.00
2018-08-20,690447.00
2018-08-21,723484.00
2018-08-22,734967.00
2018-08-23,731791.00
2018-08-24,723017.00
2018-08-25,653314.00
2018-08-26,604233.00
2018-08-27,733911.00
2018-08-28,772439.00
2018-08-29,757400.00
2018-08-30,748538.00
2018-08-31,750613.00
2018-09-01,810082.00
2018-09-02,827576.00
2018-09-03,745287.00
2018-09-04,711263.00
2018-09-05,677359.00
2018-09-06,602420.00
2018-09-07,742964.00
2018-09-08,741864.00
2018-09-09,588252.00
2018-09-10,674040.00
2018-09-11,714794.00
2018-09-12,615256.00
2018-09-13,737043.00
2018-09-14,731659.00
2018-09-15,646933.00
2018-09-16,590500.00
2018-09-17,719471.00
2018-09-18,734442.00
2018-09-19,736376.00
2018-09-20,745271.00
2018-09-21,738676.00
2018-09-22,663154.00
2018-09-23,616122.00
2018-09-24,718127.00
2018-09-25,738803.00
2018-09-26,738218.00
2018-09-27,730259.00
2018-09-28,718281.00
2018-09-29,635211.00
2018-09-30,580618.00
2018-10-01,805076.00
2018-10-02,739105.00
2018-10-03,663100.00
2018-10-04,738593.00
2018-10-05,673871.00
2018-10-06,553510.00
2018-10-07,772363.00
2018-10-08,716971.00
2018-10-09,688586.00
2018-10-10,687002.00
2018-10-11,649383.00
2018-10-12,734603.00
2018-10-13,597016.00
2018-10-14,557154.00
2018-10-15,667941.00
2018-10-16,678883.00
2018-10-17,681711.00
2018-10-18,684252.00
2018-10-19,679877.00
2018-10-20,606501.00
2018-10-21,559408.00
2018-10-22,666759.00
2018-10-23,683240.00
2018-10-24,685103.00
2018-10-25,677775.00
2018-10-26,673993.00
2018-10-27,612858.00
2018-10-28,599282.00
2018-10-29,706418.00
2018-10-30,730827.00
2018-10-31,733917.00
2018-11-01,796524.00
2018-11-02,668955.00
2018-11-03,614495.00
2018-11-04,756374.00
2018-11-05,675796.00
2018-11-06,665696.00
2018-11-07,770773.00
2018-11-08,659496.00
2018-11-09,693254.00
2018-11-10,677462.00
2018-11-11,597265.00
2018-11-12,757718.00
2018-11-13,725470.00
2018-11-14,719581.00
2018-11-15,718190.00
2018-11-16,713272.00
2018-11-17,633898.00
2018-11-18,593552.00
2018-11-19,717088.00
2018-11-20,734993.00
2018-11-21,744360.00
2018-11-22,749509.00
2018-11-23,744582.00
2018-11-24,668698.00
2018-11-25,618844.00
2018-11-26,743403.00
2018-11-27,762232.00
2018-11-28,757402.00
2018-11-29,764750.00
2018-11-30,761957.00
2018-12-01,788488.00
2018-12-02,795781.00
2018-12-03,733650.00
2018-12-04,745747.00
2018-12-05,603538.00
2018-12-06,684004.00
2018-12-07,762076.00
2018-12-08,618737.00
2018-12-09,726920.00
2018-12-10,584747.00
2018-12-11,708297.00
2018-12-12,763172.00
2018-12-13,770229.00
2018-12-14,766598.00
2018-12-15,681933.00
2018-12-16,629318.00
2018-12-17,764821.00
2018-12-18,782682.00
2018-12-19,780850.00
2018-12-20,769406.00
2018-12-21,748773.00
2018-12-22,661042.00
2018-12-23,616322.00
2018-12-24,603893.00
2018-12-25,521844.00
2018-12-26,631367.00
2018-12-27,691922.00
2018-12-28,684905.00
2018-12-29,635083.00
2018-12-30,607292.00
2018-12-31,621059.00
